# vol2bird Vertical Profile of Birds (VPB)
# source: WMO:06410,RAD:BX42,PLC:Jabbeke,NOD:bejab,CTY:605,CMT:bejab_scan_v3_V_dBZ
# polar volume input: /tmp/20191019000000.rad.bejab.pvol.dbzh.scanv.pvol.h5
# date   time HGHT    u      v       w     ff    dd  sd_vvp gap dbz     eta   dens   DBZH   n   n_dbz n_all n_dbz_all
20191019 0000    0   0.51   0.93  -17.55  1.06  29.0   2.34 F  -4.05  138.5  12.59  26.24   307   618  2468  4112
20191019 0000  200   1.23   0.73   -3.02  1.43  59.3   2.56 F  -8.13   54.0   4.91  19.93  1064  7720  2302 12793
20191019 0000  400   1.15   0.63   -1.20  1.31  61.2   1.54 F -11.59   24.4   0.00  -6.74   819  9223  1180 11134
20191019 0000  600   1.45   0.87    0.35  1.69  59.1   1.59 F -11.27   26.3   0.00  -9.03   825  6023   947  6638
20191019 0000  800   1.26   0.85    1.21  1.52  56.1   1.43 F -15.11   10.8   0.00  -3.81   811  7247   960  7756
20191019 0000 1000   1.01   0.76   -0.58  1.26  52.8   1.30 F -15.20   10.6   0.00 -13.33   657  4512   690  4819
20191019 0000 1200   1.39   0.13    0.08  1.39  84.5   1.44 F -13.90   14.3   0.00 -12.03   511  5926   631  6189
20191019 0000 1400   1.08   0.51   -0.01  1.19  64.6   1.51 F -12.16   21.4   0.00  -9.67   594  5320   596  5324
20191019 0000 1600   0.89   1.02    0.50  1.35  41.1   1.56 F -18.60    4.8   0.00 -18.70   257  4161   257  4254
20191019 0000 1800   0.51   0.82    2.39  0.96  31.7   1.94 F -21.16    2.7   0.00  -6.50   134  3927   159  4048
20191019 0000 2000   0.67   0.73    1.23  0.99  42.6   1.90 F -12.19   21.2   0.00 -12.28   221  3601   223  3684
20191019 0000 2200    nan    nan     nan   nan   nan   1.21 T -23.03    1.8   0.00 -21.66   118  3020   289  3356
20191019 0000 2400    nan    nan     nan   nan   nan   1.45 T -26.12    0.9   0.00 -24.59    38  2598   218  3151
20191019 0000 2600    nan    nan     nan   nan   nan   1.87 T  -9.29   41.4   0.00  -5.76    61  2211   225  2822
20191019 0000 2800    nan    nan     nan   nan   nan    nan T -23.33    1.6   0.00 -21.81    26  1427   178  2477
20191019 0000 3000    nan    nan     nan   nan   nan   4.24 T -21.50    2.5   0.00 -18.94    14   529   207  1773
20191019 0000 3200    nan    nan     nan   nan   nan   0.93 T -20.92    2.8   0.00  -9.15     9   567   807  2145
20191019 0000 3400    nan    nan     nan   nan   nan   0.79 T -18.17    5.4   0.00  -2.10    10   349  1217  1797
20191019 0000 3600    nan    nan     nan   nan   nan   1.01 T   0.34  380.3   0.00   1.73    36   360  1347  1774
20191019 0000 3800    nan    nan     nan   nan   nan   0.72 T   0.00  351.7   0.00   3.45    21   264  1452  1789
20191019 0000 4000    nan    nan     nan   nan   nan   0.53 T -12.69   18.9   0.00   4.09    13    32  1011  1075
20191019 0000 4200    nan    nan     nan   nan   nan   0.60 T    nan    nan   0.00   3.69    16    21  1061  1078
20191019 0000 4400    nan    nan     nan   nan   nan   0.65 T    nan    nan   0.00   3.18    10    11   710   718
20191019 0000 4600    nan    nan     nan   nan   nan   0.93 T    nan    nan   0.00   2.28    20    23   707   720
20191019 0000 4800    nan    nan     nan   nan   nan   0.96 T  -2.71  188.2   0.00   1.63    21    27  1066  1078
20191019 0005    0   0.68   0.84  -10.13  1.08  39.3   2.39 F  -4.76  117.5  10.68  25.34   278   618  2585  4256
20191019 0005  200   0.94   1.23    6.23  1.55  37.3   2.37 F  -6.97   70.6   6.42  22.19   841  7141  2085 12663
20191019 0005  400   1.42   0.71    1.08  1.59  63.4   1.70 F -15.10   10.9   0.00  -8.54   761  8554  1229 11253
20191019 0005  600   1.38   0.76    1.06  1.57  61.2   1.49 F -12.31   20.7   0.00  -8.33   744  5849   996  6692
20191019 0005  800   1.10   0.58    0.05  1.24  62.3   1.41 F -12.91   18.0   0.00 -11.84   725  7106   878  7745
20191019 0005 1000   1.12   0.75   -0.17  1.35  56.2   1.63 F -14.53   12.4   0.00 -12.60   659  4376   727  4837
20191019 0005 1200   1.50   0.58    1.06  1.61  68.8   1.22 F -21.29    2.6   0.00 -18.02   465  5832   586  6130
20191019 0005 1400   1.00   0.90    0.71  1.35  48.0   1.40 F -16.05    8.7   0.00 -16.06   573  5307   574  5318
20191019 0005 1600   0.76   1.18    0.40  1.40  33.0   1.43 F -20.04    3.5   0.00 -20.04   285  4274   285  4274
20191019 0005 1800   0.63   1.38    1.50  1.52  24.4   1.74 F -21.67    2.4   0.00 -21.67   137  4051   137  4051
20191019 0005 2000   0.76   0.77    0.73  1.08  44.4   1.63 F -15.96    8.9   0.00 -15.96   216  3708   216  3708
20191019 0005 2200    nan    nan     nan   nan   nan   1.30 T -22.93    1.8   0.00 -21.61   118  3096   308  3369
20191019 0005 2400    nan    nan     nan   nan   nan   1.14 T -26.93    0.7   0.00 -24.98    36  2712   207  3145
20191019 0005 2600    nan    nan     nan   nan   nan   1.45 T -22.93    1.8   0.00 -22.68    42  2282   186  2833
