# vol2bird Vertical Profile of Birds (VPB)
# source: WMO:06475,RAD:BX43,PLC:Helchteren,NOD:behel,CTY:605,CMT:behel_scan_200km_dp_dBZ
# polar volume input: /tmp/20191026000000.rad.behel.pvol.dbzh.scanz.pvol.h5
# date   time HGHT    u      v       w     ff    dd  sd_vvp gap dbz     eta   dens   DBZH   n   n_dbz n_all n_dbz_all
20191026 0000    0    nan    nan     nan   nan   nan   3.59 T    nan    nan    nan  28.25     0     0  1432  2464
20191026 0000  200  -1.47  -0.29    6.05  1.50 258.8   3.68 F  -7.04   68.7   6.25  27.04  1303  2580 11927 22324
20191026 0000  400   1.03   2.08    3.14  2.32  26.4   3.34 F -11.64   23.8   2.16   5.37  2857  8080  3921 12477
20191026 0000  600   0.18  16.84    0.43 16.84   0.6   3.46 F -14.02   13.8   1.25 -11.79  4440 11949  4610 12435
20191026 0000  800  16.90  -1.16   -2.67 16.94  93.9   3.59 F -16.31    8.1   0.74 -14.84  1726 12616  1838 13065
20191026 0000 1000  -1.86   0.39   -0.82  1.90 281.8   3.30 F -16.19    8.3   0.76 -15.11   733  8856   768  9027
20191026 0000 1200  -1.28  -1.89   -2.40  2.28 214.1   3.22 F -21.00    2.8   0.25 -21.00   540 10941   540 10941
20191026 0000 1400  -2.31   0.18    2.43  2.32 274.5   3.29 F -20.93    2.8   0.26 -20.93   523  8177   523  8177
20191026 0000 1600  14.17   8.43    2.87 16.49  59.3   3.56 F -19.99    3.5   0.32 -19.99   210  7601   210  7601
20191026 0000 1800   1.86  -0.94    1.13  2.09 116.9   3.15 F -27.92    0.6   0.05 -27.92   132  8679   132  8679
20191026 0000 2000 -24.67  40.72    1.33 47.61 328.8   3.12 F -22.49    2.0   0.18 -22.49   199  9425   199  9425
20191026 0000 2200  -0.35   0.55    0.61  0.65 327.6   2.21 F -31.45    0.2   0.02 -31.45    79  8268    79  8268
20191026 0000 2400  -0.46  -0.88    0.09  0.99 207.8   2.23 F -23.90    1.4   0.13 -23.90   118  7526   118  7526
20191026 0000 2600  -0.54  17.66   -1.74 17.67 358.3   3.57 F -27.85    0.6   0.05 -27.85   113  7142   113  7142
20191026 0000 2800    nan    nan     nan   nan   nan    nan T -30.28    0.3   0.00 -30.28    64  7588    64  7588
20191026 0000 3000    nan    nan     nan   nan   nan    nan T -31.33    0.3   0.00 -31.33    29  7069    29  7069
20191026 0000 3200    nan    nan     nan   nan   nan    nan T -34.00    0.1   0.00 -34.00    38  7784    38  7784
20191026 0000 3400    nan    nan     nan   nan   nan    nan T -29.69    0.4   0.00 -29.69    74  5595    74  5595
20191026 0000 3600    nan    nan     nan   nan   nan    nan T -31.67    0.2   0.00 -31.67    24  5324    24  5324
20191026 0000 3800    nan    nan     nan   nan   nan    nan T -36.98    0.1   0.00 -36.98    21  5682    21  5682
20191026 0000 4000    nan    nan     nan   nan   nan    nan T -35.62    0.1   0.00 -35.62    13  5003    13  5003
20191026 0000 4200    nan    nan     nan   nan   nan    nan T -33.81    0.1   0.00 -33.81    34  5610    34  5610
20191026 0000 4400    nan    nan     nan   nan   nan    nan T -41.86    0.0   0.00 -41.86     9  4275     9  4275
20191026 0000 4600    nan    nan     nan   nan   nan    nan T -43.54    0.0   0.00 -43.54     6  3919     6  3919
20191026 0000 4800    nan    nan     nan   nan   nan    nan T -44.61    0.0   0.00 -44.61     2  3947     2  3947
20191026 0005    0    nan    nan     nan   nan   nan   3.72 T    nan    nan    nan  26.71     0     0  1336  2236
20191026 0005  200  -1.83  -0.04   12.63  1.83 268.9   3.72 F  -5.71   93.2   8.47  27.45  1628  3130 11571 22229
20191026 0005  400   1.34   2.17    2.14  2.55  31.7   3.26 F -10.36   32.0   2.91   3.75  3406  8573  4460 12343
20191026 0005  600   8.11 -14.66    2.73 16.75 151.1   3.44 F -14.15   13.4   1.22 -11.11  4766 11582  5228 12588
20191026 0005  800  16.07  29.48    1.13 33.58  28.6   3.54 F -15.65    9.5   0.86 -13.94  1832 12440  1977 12918
20191026 0005 1000  -1.95  -0.95   -0.76  2.17 243.9   3.46 F -17.25    6.5   0.59 -16.21   645  8754   693  8960
20191026 0005 1200  -2.03   0.95    1.15  2.24 295.0   3.22 F -19.45    3.9   0.36 -19.45   590 10859   590 10859
20191026 0005 1400  -1.60  -1.94    0.24  2.52 219.6   3.35 F -19.38    4.0   0.36 -19.38   583  8101   583  8101
20191026 0005 1600  -1.49  -1.44    0.79  2.07 226.0   3.05 F -21.22    2.6   0.24 -21.22   215  7533   215  7533
20191026 0005 1800  -1.64  -0.80    1.41  1.83 244.0   2.39 F -27.79    0.6   0.05 -27.79   141  8641   141  8641
20191026 0005 2000  -2.24   0.81    2.40  2.39 289.9   3.33 F -23.54    1.5   0.14 -23.54   194  9335   194  9335
20191026 0005 2200  -0.47  -1.50    1.53  1.57 197.3   2.31 F -31.06    0.3   0.02 -31.06    78  8187    78  8187
20191026 0005 2400    nan    nan     nan   nan   nan    nan T -22.56    1.9   0.00 -22.56   120  7492   120  7492
20191026 0005 2600  -0.59  -2.79    0.21  2.86 191.9   3.27 F -24.45    1.2   0.11 -24.45   127  7103   127  7103
20191026 0005 2800    nan    nan     nan   nan   nan    nan T -29.63    0.4   0.00 -29.63    62  7557    62  7557
20191026 0005 3000    nan    nan     nan   nan   nan    nan T -27.69    0.6   0.00 -27.69    27  7046    27  7046
20191026 0005 3200    nan    nan     nan   nan   nan    nan T -33.58    0.2   0.00 -33.58    35  7765    35  7765
20191026 0005 3400    nan    nan     nan   nan   nan    nan T -19.83    3.6   0.00 -12.98    65  5606    66  5607
20191026 0005 3600    nan    nan     nan   nan   nan    nan T -34.90    0.1   0.00 -34.90    28  5323    28  5323
20191026 0005 3800    nan    nan     nan   nan   nan    nan T -35.48    0.1   0.00 -35.48    18  5694    18  5694
20191026 0005 4000    nan    nan     nan   nan   nan    nan T -38.62    0.0   0.00 -38.62    23  5004    23  5004
20191026 0005 4200    nan    nan     nan   nan   nan    nan T -32.32    0.2   0.00 -32.32    41  5628    41  5628
20191026 0005 4400    nan    nan     nan   nan   nan    nan T -41.70    0.0   0.00 -41.70    12  4258    12  4258
