# vol2bird Vertical Profile of Birds (VPB)
# source: WMO:06410,RAD:BX42,PLC:Jabbeke,NOD:bejab,CTY:605,CMT:bejab_scan_v3_V_dBZ
# polar volume input: /tmp/20191022000000.rad.bejab.pvol.dbzh.scanv.pvol.h5
# date   time HGHT    u      v       w     ff    dd  sd_vvp gap dbz     eta   dens   DBZH   n   n_dbz n_all n_dbz_all
20191022 0000    0    nan    nan     nan   nan   nan   3.60 T    nan    nan    nan  26.02     8    24  5362  6357
20191022 0000  200   0.75  -9.12  -63.67  9.15 175.3   3.90 F   0.27  374.4  34.04  16.19  1447  2313 10629 14766
20191022 0000  400   2.10  -9.80  -46.81 10.02 167.9   3.80 F  -2.93  179.1  16.28  15.05  2092  3952  8356 12150
20191022 0000  600   2.20  -8.85  -35.99  9.12 166.1   3.40 F  -2.66  190.5  17.32   7.55  1926  3255  5058  7630
20191022 0000  800   2.45  -7.03  -20.74  7.45 160.8   3.26 F  -4.81  116.1  10.55  14.97  2004  4248  5042  8483
20191022 0000 1000   2.59  -4.01   -1.63  4.78 147.1   3.32 F  -6.22   84.0   7.64   6.16  1283  2901  2763  5258
20191022 0000 1200   2.89  -3.73   -1.79  4.72 142.3   2.99 F  -8.25   52.7   4.79  10.40  1285  4119  2831  6451
20191022 0000 1400   2.22  -3.07   -0.60  3.79 144.1   2.84 F  -7.64   60.6   5.51  10.87  1115  4065  2131  5520
20191022 0000 1600   1.23  -3.38   -1.91  3.60 160.0   3.00 F -10.73   29.7   2.70   4.58   589  3346  1104  4317
20191022 0000 1800  -0.68  -4.49    3.51  4.54 188.7   3.33 F -10.75   29.5   2.69   5.45   547  3285   879  4037
20191022 0000 2000   0.10  -2.88   -1.62  2.88 178.0   3.10 F -11.67   23.9   2.18   3.72   435  2969   744  3679
20191022 0000 2200  -0.17  -0.90   -1.36  0.92 190.6   3.04 F -15.61    9.7   0.88  -7.31   278  2726   546  3380
20191022 0000 2400   1.23  -0.33   -0.30  1.27 104.9   2.61 F -21.24    2.6   0.24  -8.15   168  2726   320  3148
20191022 0000 2600   1.67   0.73    0.07  1.82  66.5   2.51 F -25.77    0.9   0.08  -8.53   132  2558   213  2821
20191022 0000 2800    nan    nan     nan   nan   nan    nan T -22.78    1.9   0.00 -18.72   118  2324   140  2493
20191022 0000 3000    nan    nan     nan   nan   nan    nan T -25.18    1.1   0.00 -25.22    61  1765    61  1782
20191022 0000 3200    nan    nan     nan   nan   nan    nan T -28.12    0.5   0.00 -28.12    18  2142    18  2142
20191022 0000 3400    nan    nan     nan   nan   nan    nan T -40.93    0.0   0.00 -40.93     7  1789     7  1789
20191022 0000 3600    nan    nan     nan   nan   nan    nan T -31.49    0.2   0.00 -31.49    13  1799    13  1799
20191022 0000 3800    nan    nan     nan   nan   nan    nan T -33.12    0.2   0.00 -33.12     5  1795     5  1795
20191022 0000 4000    nan    nan     nan   nan   nan    nan T -31.41    0.3   0.00 -31.41     5  1077     5  1077
20191022 0000 4200    nan    nan     nan   nan   nan    nan T -41.33    0.0   0.00 -41.33     0  1079     0  1079
20191022 0000 4400    nan    nan     nan   nan   nan    nan T -42.07    0.0   0.00 -42.07     1   720     1   720
20191022 0000 4600    nan    nan     nan   nan   nan    nan T   -inf    0.0   0.00   -inf     0   720     0   720
20191022 0000 4800    nan    nan     nan   nan   nan    nan T   -inf    0.0   0.00   -inf     0  1080     0  1080
20191022 0005    0    nan    nan     nan   nan   nan   3.62 T  -0.32  326.5   0.00  24.06   106   108  5675  6618
20191022 0005  200  -0.82  -7.07  -34.62  7.11 186.7   3.91 F  -0.01  351.0  31.91  20.06  1367  2473 10747 14677
20191022 0005  400   2.48  -9.94  -55.56 10.25 166.0   3.71 F  -3.37  161.6  14.69  16.21  2433  4366  8490 12273
20191022 0005  600   2.09  -6.04  -15.43  6.39 160.9   3.27 F  -2.81  184.1  16.74  12.43  1393  2429  5097  7733
20191022 0005  800   2.64  -3.73   -3.35  4.57 144.6   3.19 F  -5.77   93.2   8.47  15.22  1984  4395  4942  8546
20191022 0005 1000   3.00  -3.11   -2.43  4.32 136.0   3.01 F  -7.26   66.0   6.00   9.09  1379  3262  2623  5242
20191022 0005 1200   3.06  -3.24   -2.36  4.45 136.7   2.95 F  -8.57   48.9   4.44  11.59  1329  4410  2934  6424
20191022 0005 1400   1.62  -2.89    0.68  3.32 150.8   3.16 F  -9.16   42.7   3.88  12.07  1095  4017  1947  5459
20191022 0005 1600  -0.07  -2.69    3.61  2.69 181.5   3.42 F  -9.96   35.5   3.22   3.50   596  3394  1037  4327
20191022 0005 1800   1.54  -3.89   -1.57  4.19 158.4   2.78 F  -9.47   39.7   3.61   7.76   548  3213  1022  4108
20191022 0005 2000  -0.11  -2.76    4.25  2.76 182.3   3.13 F -12.12   21.6   1.96   6.50   451  2991   803  3686
20191022 0005 2200  -0.50  -1.10   -1.55  1.21 204.5   3.04 F -16.56    7.8   0.71  -4.03   246  2902   515  3355
20191022 0005 2400   1.05   0.29   -1.21  1.09  74.7   2.71 F -19.76    3.7   0.34  -2.87   169  2828   311  3139
20191022 0005 2600   1.08   1.17   -0.33  1.59  42.6   2.49 F -12.48   19.9   1.81  -8.29   177  2644   275  2827
20191022 0005 2800    nan    nan     nan   nan   nan    nan T -22.88    1.8   0.00 -13.49   131  2449   156  2491
20191022 0005 3000    nan    nan     nan   nan   nan    nan T -25.01    1.1   0.00 -25.01    63  1782    63  1782
20191022 0005 3200    nan    nan     nan   nan   nan    nan T -27.74    0.6   0.00 -27.74    34  2144    34  2144
