# vol2bird Vertical Profile of Birds (VPB)
# source: WMO:06410,RAD:BX42,PLC:Jabbeke,NOD:bejab,CTY:605,CMT:bejab_scan_v3_V_dBZ
# polar volume input: /tmp/20191016000000.rad.bejab.pvol.dbzh.scanv.pvol.h5
# date   time HGHT    u      v       w     ff    dd  sd_vvp gap dbz     eta   dens   DBZH   n   n_dbz n_all n_dbz_all
20191016 0000    0    nan    nan     nan   nan   nan   2.91 T  -5.56   97.8   0.00  25.42   217   402  4986  5816
20191016 0000  200   3.05  -2.25  -26.22  3.79 126.4   3.72 F  -4.72  118.5  10.77  12.27  1865  6656  5662 13261
20191016 0000  400   3.71  -2.73  -10.19  4.61 126.3   3.37 F  -5.47   99.7   9.06  -4.08  2719  9683  3348 11346
20191016 0000  600   2.13  -2.44    1.71  3.24 138.8   3.13 F  -4.95  112.4  10.21  -4.34  2187  5984  2499  6924
20191016 0000  800   1.61  -3.30    2.48  3.67 154.0   3.08 F  -5.81   92.3   8.39  -5.61  2566  7366  2812  7999
20191016 0000 1000   1.03  -3.40    4.20  3.55 163.2   3.03 F  -6.03   87.8   7.98  -6.07  1912  4532  1979  4860
20191016 0000 1200   0.84  -3.85   -2.00  3.94 167.7   2.94 F  -8.63   48.2   4.38  -8.46  1666  5963  1804  6246
20191016 0000 1400   0.78  -2.13    4.18  2.27 159.8   2.96 F  -8.92   45.1   4.10  -8.92  1307  5317  1307  5318
20191016 0000 1600   0.93  -1.43    5.55  1.71 147.0   2.43 F -13.84   14.5   1.32 -13.84   512  4262   512  4262
20191016 0000 1800   0.55  -1.10    7.79  1.23 153.3   2.60 F -16.09    8.7   0.79 -16.09   273  4095   273  4095
20191016 0000 2000   0.84   0.47    2.82  0.96  60.9   2.51 F -16.17    8.5   0.77 -16.17   250  3717   250  3717
20191016 0000 2200   1.72   0.18    0.73  1.73  83.9   1.33 F -21.76    2.3   0.00 -20.81   230  3274   330  3394
20191016 0000 2400   1.75   1.40    1.10  2.24  51.4   1.31 F -21.74    2.4   0.00 -21.60   162  3099   220  3174
20191016 0000 2600   0.79   1.67    0.08  1.85  25.2   1.60 F -17.26    6.6   0.00 -17.26   159  2829   159  2830
20191016 0000 2800    nan    nan     nan   nan   nan    nan T -20.76    3.0   0.00 -20.76   141  2473   141  2473
20191016 0000 3000    nan    nan     nan   nan   nan    nan T -24.93    1.1   0.00 -24.93    53  1784    53  1784
20191016 0000 3200    nan    nan     nan   nan   nan    nan T -27.84    0.6   0.00 -27.84    28  2146    28  2146
20191016 0000 3400    nan    nan     nan   nan   nan    nan T -38.17    0.1   0.00 -38.17     7  1788     7  1788
20191016 0000 3600    nan    nan     nan   nan   nan    nan T -23.47    1.6   0.00 -23.47    31  1798    31  1798
20191016 0000 3800    nan    nan     nan   nan   nan    nan T -32.25    0.2   0.00 -32.25     6  1789     6  1789
20191016 0000 4000    nan    nan     nan   nan   nan    nan T -28.57    0.5   0.00 -28.57    10  1078    10  1078
20191016 0000 4200    nan    nan     nan   nan   nan    nan T -47.83    0.0   0.00 -47.83     1  1079     1  1079
20191016 0000 4400    nan    nan     nan   nan   nan    nan T -39.75    0.0   0.00 -39.75     2   720     2   720
20191016 0000 4600    nan    nan     nan   nan   nan    nan T   -inf    0.0   0.00   -inf     0   720     0   720
20191016 0000 4800    nan    nan     nan   nan   nan    nan T -40.39    0.0   0.00 -40.39     2  1080     2  1080
20191016 0005    0   0.09  -0.39  -58.27  0.40 167.0   2.97 F  -2.52  196.7  17.89  27.81   316   495  4935  5794
20191016 0005  200   2.04  -1.70  -40.30  2.66 129.8   3.65 F  -4.15  135.1  12.28  21.93  2300  7204  5480 13281
20191016 0005  400   3.74  -2.70  -11.35  4.61 125.8   3.47 F  -5.80   92.5   8.41  -3.38  2640  9032  3406 11318
20191016 0005  600   2.35  -2.33   -2.47  3.31 134.9   3.13 F  -5.86   91.2   8.29  -5.02  1798  5687  2348  6908
