radar,datetime,height,u,v,w,ff,dd,sd_vvp,gap,dbz,eta,dens,DBZH,n,n_dbz,n_all,n_dbz_all,lat,lon,day,sunrise,sunset
KBGM,2016-09-01T05:53:00Z,3800,2.23,1.18,-0.84,2.53,62.1,2.51,FALSE,-24.19,0.1,0.009090909090909092,9.72,140,1866,1790,5868,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:53:00Z,4000,4.54,0.82,-0.97,4.61,79.7,2.36,FALSE,-23.64,0.1,0.009090909090909092,-4.97,160,1286,1299,3824,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:53:00Z,4200,9.5,1.18,-4.76,9.57,82.9,2.22,FALSE,-20.2,0.2,0.018181818181818184,-5.55,225,1271,1592,3830,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:53:00Z,4400,5.99,1.52,3.22,6.18,75.7,2.3,FALSE,-18.82,0.3,0.02727272727272727,-7.93,219,1182,1604,3827,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:53:00Z,4600,3.37,0.72,4.1,3.45,77.9,2.69,FALSE,-22.46,0.1,0.009090909090909092,-0.11,107,1242,1113,4192,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:53:00Z,4800,NaN,NaN,NaN,NaN,NaN,3.58,TRUE,-25.41,0.1,0.009090909090909092,-2.37,54,721,437,2445,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,400,NaN,NaN,NaN,NaN,NaN,4.12,TRUE,14.19,567,51.54545454545455,9.84,1206,1214,25921,27534,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,600,2.06,-6.38,-126.46,6.7,162.1,4.14,FALSE,12.12,351.9,31.99090909090909,11.27,20824,22064,95975,100548,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,800,-0.62,-7.76,-72.14,7.78,184.5,3.92,FALSE,7.92,133.9,12.172727272727274,8.46,14654,15100,56176,60164,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,1000,-1.76,-6.02,22.25,6.27,196.3,3.78,FALSE,1.38,29.7,2.6999999999999997,7.88,1735,1874,28088,35457,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,1200,NaN,NaN,NaN,NaN,NaN,3.38,TRUE,-5.92,5.5,0.5,6.8,291,803,15976,26457,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,1400,3.21,-2.23,15.31,3.9,124.8,2.63,FALSE,-14.38,0.8,0.07272727272727274,5.95,295,1959,13721,23666,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,1600,4.01,-3.79,-0.92,5.52,133.4,2.28,FALSE,-15.45,0.6,0.05454545454545454,5.15,683,3100,9994,18716,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,1800,4.8,-3.86,-3.18,6.16,128.8,2.19,FALSE,-15.76,0.6,0.05454545454545454,4.33,652,3293,7694,15958,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,2000,5.35,-2.74,1.48,6.02,117.1,2.07,FALSE,-16.42,0.5,0.045454545454545456,5.76,560,3318,6535,14378,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,2200,5.43,-1.05,-3.71,5.53,100.9,2.03,FALSE,-16.84,0.4,0.03636363636363637,5.7,452,2521,4753,11183,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,2400,5.5,-1.09,-1.73,5.61,101.2,2,FALSE,-17.7,0.4,0.03636363636363637,6.32,553,3045,4319,11183,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,2600,6.62,-0.24,-2.35,6.62,92.1,2.05,FALSE,-17.37,0.4,0.03636363636363637,6.79,575,2564,3583,8704,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,2800,7.5,0.26,-2.97,7.5,88,2.09,FALSE,-17.85,0.4,0.03636363636363637,4.43,480,2164,3140,7342,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,3000,7.04,0.74,-2.77,7.07,84,2.33,FALSE,-21.3,0.2,0.018181818181818184,5.31,248,2143,2646,7326,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,3200,NaN,NaN,NaN,NaN,NaN,2.39,TRUE,-26.26,0.1,0.009090909090909092,8.2,76,1621,1930,6269,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,3400,NaN,NaN,NaN,NaN,NaN,2.3,TRUE,-29.74,0,0,2.6,35,1144,1368,4917,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,3600,0.84,1.34,-4.45,1.58,32,2.28,FALSE,-27.32,0,0,4.01,59,1372,1466,4524,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,3800,NaN,NaN,NaN,NaN,NaN,2.3,TRUE,-27.07,0,0,3.24,61,1557,1523,4880,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,4000,NaN,NaN,NaN,NaN,NaN,2.34,TRUE,-23.65,0.1,0.009090909090909092,-4.63,73,872,828,2777,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,4200,NaN,NaN,NaN,NaN,NaN,2.02,TRUE,-19.86,0.2,0.018181818181818184,-5.74,120,963,996,2806,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,4400,NaN,NaN,NaN,NaN,NaN,2.18,TRUE,-19.7,0.2,0.018181818181818184,-9.14,123,939,1098,2793,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,4600,NaN,NaN,NaN,NaN,NaN,2.35,TRUE,-26.03,0.1,0.009090909090909092,-12.93,41,1140,721,3148,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T05:58:00Z,4800,NaN,NaN,NaN,NaN,NaN,2.27,TRUE,-31.55,0,0,-14.3,4,414,215,1414,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,400,NaN,NaN,NaN,NaN,NaN,4.12,TRUE,13,430.9,39.17272727272727,9.94,994,1036,25410,27939,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,600,1.62,-7.18,-181.45,7.37,167.3,4.14,FALSE,12.81,412.7,37.518181818181816,11.62,22230,24953,92271,101541,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,800,-2.25,-8.01,-66.9,8.32,195.7,4.06,FALSE,7.72,127.8,11.618181818181817,9.43,8937,9770,51799,60803,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,1000,NaN,NaN,NaN,NaN,NaN,3.82,TRUE,0.68,25.3,2.3000000000000003,7.95,1421,1742,25224,36045,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,1200,NaN,NaN,NaN,NaN,NaN,3.28,TRUE,-16.23,0.5,0.045454545454545456,6.31,152,925,14665,26784,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,1400,2.68,-3.51,19.08,4.42,142.6,2.5,FALSE,-15.76,0.6,0.05454545454545454,7.21,458,2727,13071,23973,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,1600,4.33,-4.02,5.51,5.91,132.8,2.18,FALSE,-17.24,0.4,0.03636363636363637,6.49,570,3646,10026,18874,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,1800,4.61,-3.64,1.77,5.87,128.3,2.15,FALSE,-17.02,0.4,0.03636363636363637,8.13,576,3623,7869,15968,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,2000,5.05,-2.3,-4.19,5.55,114.5,1.99,FALSE,-17.16,0.4,0,7.62,701,4042,6210,14261,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,2200,5.74,-1.74,-2.9,6,106.9,2.02,FALSE,-17.3,0.4,0.03636363636363637,6.57,753,3356,4718,11146,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,2400,5.99,-1.6,-1.82,6.2,105,1.96,FALSE,-18.63,0.3,0,6.76,646,3606,4159,11108,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,2600,6.55,-0.92,-1.59,6.61,98,2.01,FALSE,-18.95,0.3,0.02727272727272727,7.86,511,3107,3488,8637,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,2800,7.76,-0.68,-3.28,7.79,95,2.04,FALSE,-19.07,0.3,0.02727272727272727,6.12,577,2828,3152,7336,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,3000,8.15,-0.64,-4.96,8.18,94.5,2.15,FALSE,-20.93,0.2,0.018181818181818184,8.86,348,2574,2805,7358,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,3200,5.48,-0.92,-7.45,5.56,99.5,2.46,FALSE,-25.32,0.1,0.009090909090909092,7.92,149,2193,2065,6278,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,3400,NaN,NaN,NaN,NaN,NaN,2.07,TRUE,-26.2,0.1,0.009090909090909092,5.37,98,1675,1504,4859,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,3600,NaN,NaN,NaN,NaN,NaN,2.2,TRUE,-25.32,0.1,0.009090909090909092,6.66,84,1729,1454,4529,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,3800,3.04,2.68,8.4,4.05,48.7,2.26,FALSE,-24.02,0.1,0.009090909090909092,2.95,102,1923,1597,4894,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,4000,4.84,1.72,2.9,5.14,70.4,2.21,FALSE,-23.51,0.1,0.009090909090909092,-2.42,84,1069,922,2771,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,4200,8.71,1.65,-1.24,8.86,79.3,1.96,FALSE,-22.37,0.1,0,-2.99,81,970,992,2762,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,4400,8.06,2.71,1.38,8.51,71.4,2.16,FALSE,-19.4,0.2,0.018181818181818184,-6.25,155,839,1133,2770,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,4600,5.93,2.36,3.66,6.38,68.3,2.39,FALSE,-22.44,0.1,0.009090909090909092,-8.77,71,999,874,3138,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:05:00Z,4800,NaN,NaN,NaN,NaN,NaN,2.26,TRUE,-29.28,0,0,-11.7,8,395,215,1403,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,400,NaN,NaN,NaN,NaN,NaN,4.14,TRUE,13.08,438.9,39.9,10.27,572,602,25264,27897,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,600,0.44,-7.66,-176.8,7.67,176.7,4.1,FALSE,12.43,378.5,34.40909090909091,12.3,20367,22460,93117,101862,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,800,-2.5,-7.84,-37.72,8.23,197.7,3.98,FALSE,7.53,122.5,11.136363636363637,10.49,10586,11600,52928,61190,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,1000,-3.4,-5.46,13.57,6.43,211.9,3.82,FALSE,1.53,30.7,2.790909090909091,8.91,1284,1519,25416,36256,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,1200,NaN,NaN,NaN,NaN,NaN,3.3,TRUE,-12.73,1.2,0.10909090909090909,7.93,132,558,14869,26863,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,1400,2.23,-3.51,10.78,4.16,147.6,2.5,FALSE,-15.7,0.6,0.05454545454545454,8.4,374,2137,13182,24031,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,1600,3.97,-2.43,1.79,4.65,121.5,2.11,FALSE,-15.89,0.6,0.05454545454545454,8.41,568,3421,10005,18915,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,1800,4.7,-3.62,-0.58,5.94,127.6,2.04,FALSE,-16,0.5,0.045454545454545456,7.94,703,3555,8152,16013,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,2000,5.48,-2.72,-3.17,6.12,116.5,1.93,FALSE,-16.56,0.5,0,8.94,668,3858,6369,14332,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,2200,5.23,-2.13,-3.25,5.64,112.2,1.95,FALSE,-18.11,0.3,0,7.72,497,3125,4520,11043,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,2400,6.36,-1.49,-5.34,6.54,103.2,2,FALSE,-18.2,0.3,0.02727272727272727,9.25,521,3215,4343,10988,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,2600,5.99,-0.7,-1.94,6.04,96.7,2.07,FALSE,-18.65,0.3,0.02727272727272727,8.24,413,2580,3638,8605,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,2800,7.57,-0.37,-4.04,7.57,92.8,2,FALSE,-18.89,0.3,0.02727272727272727,9.24,454,2333,3248,7291,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,3000,6.8,0.77,-4.16,6.84,83.6,2.25,FALSE,-22.33,0.1,0.009090909090909092,9.68,228,2213,2786,7352,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,3200,4.32,1.92,3.65,4.73,66.1,2.63,FALSE,-23.2,0.1,0.009090909090909092,8.24,145,1969,2010,6264,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,3400,NaN,NaN,NaN,NaN,NaN,2.32,TRUE,-25.9,0.1,0.009090909090909092,8.23,78,1705,1545,4844,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,3600,NaN,NaN,NaN,NaN,NaN,2.19,TRUE,-27.66,0,0,9.02,64,1660,1610,4530,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,3800,1.8,3.56,7.26,3.99,26.9,2.27,FALSE,-25.03,0.1,0.009090909090909092,4.47,82,1759,1588,4860,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,4000,NaN,NaN,NaN,NaN,NaN,2.04,TRUE,-25.39,0.1,0.009090909090909092,0.91,59,929,938,2764,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,4200,NaN,NaN,NaN,NaN,NaN,1.92,TRUE,-22.33,0.1,0,1.04,73,875,1008,2764,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,4400,7.64,2.09,6.61,7.92,74.7,2.11,FALSE,-20.47,0.2,0.018181818181818184,-0.87,85,669,1149,2768,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,4600,NaN,NaN,NaN,NaN,NaN,2.31,TRUE,-24.72,0.1,0.009090909090909092,-8.07,34,727,913,3133,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:10:00Z,4800,NaN,NaN,NaN,NaN,NaN,2.39,TRUE,-29.62,0,0,-15.02,5,293,192,1398,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,400,NaN,NaN,NaN,NaN,NaN,4.14,TRUE,12.52,386.3,35.11818181818182,10.31,364,364,25860,27716,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,600,0.03,-7.07,-109.73,7.07,179.8,4.04,FALSE,12.21,359.6,32.690909090909095,12.95,19706,20965,97384,102099,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,800,-1.99,-8.48,-46.44,8.71,193.2,3.85,FALSE,7.64,125.6,11.418181818181818,11.53,11567,12070,56970,61083,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,1000,-3.71,-4.78,15.43,6.05,217.8,3.75,FALSE,0.32,23.2,2.109090909090909,9.96,1444,1598,27831,35907,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,1200,-1.03,-2.67,20.62,2.86,201,3.13,FALSE,-11.73,1.5,0.13636363636363635,9.36,287,1194,15744,26770,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,1400,2.52,-4.98,26.67,5.58,153.2,2.37,FALSE,-15.61,0.6,0.05454545454545454,9.43,453,3562,13470,23958,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,1600,3.57,-2.72,5.85,4.49,127.3,2.01,FALSE,-17.54,0.4,0.03636363636363637,9.51,396,2957,10261,18916,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,1800,4.44,-4.27,2.76,6.16,133.9,1.95,FALSE,-16.39,0.5,0,9.15,429,2772,8353,16057,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,2000,5.2,-3.11,0.2,6.06,120.9,1.85,FALSE,-17.58,0.4,0,8.86,365,2711,6525,14311,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,2200,5.62,-1.18,4.21,5.74,101.9,1.92,FALSE,-17,0.4,0,9.31,251,2265,4558,10985,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,2400,6.39,-1.24,-7.31,6.51,101,2.01,FALSE,-19.19,0.3,0.02727272727272727,9.59,250,2600,4544,10926,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,2600,6.93,-1.61,-7.49,7.12,103.1,2.08,FALSE,-19.42,0.2,0.018181818181818184,9.26,259,2362,4007,8589,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,2800,NaN,NaN,NaN,NaN,NaN,2.1,TRUE,-20.98,0.2,0.018181818181818184,10.39,186,1983,3262,7267,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,3000,NaN,NaN,NaN,NaN,NaN,2.26,TRUE,-22.39,0.1,0.009090909090909092,9.77,136,1873,2645,7303,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,3200,NaN,NaN,NaN,NaN,NaN,2.53,TRUE,-24.73,0.1,0.009090909090909092,9.92,59,1412,2172,6309,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,3400,NaN,NaN,NaN,NaN,NaN,2.08,TRUE,-23.23,0.1,0.009090909090909092,9.09,89,1282,1728,4914,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,3600,4.21,0.03,-0.51,4.21,89.5,2.19,FALSE,-22.38,0.1,0.009090909090909092,8.47,112,1440,1610,4504,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,3800,NaN,NaN,NaN,NaN,NaN,2.35,TRUE,-27.02,0,0,4.67,65,1669,1691,4839,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,4000,NaN,NaN,NaN,NaN,NaN,2.15,TRUE,-24.06,0.1,0.009090909090909092,2.85,75,1065,1046,2762,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,4200,NaN,NaN,NaN,NaN,NaN,1.74,TRUE,-22.47,0.1,0,0.69,97,1082,1100,2773,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,4400,NaN,NaN,NaN,NaN,NaN,2.02,TRUE,-18.1,0.3,0.02727272727272727,-3.15,156,866,1227,2773,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,4600,NaN,NaN,NaN,NaN,NaN,2.08,TRUE,-17.97,0.3,0.02727272727272727,-6.75,136,873,1040,3158,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:14:00Z,4800,NaN,NaN,NaN,NaN,NaN,2.48,TRUE,-32.99,0,0,-7.01,4,363,262,1412,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:19:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:19:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T06:19:00Z,400,NaN,NaN,NaN,NaN,NaN,4.14,TRUE,13.57,491.3,44.663636363636364,10.97,197,197,26061,27894,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
