radar,datetime,height,u,v,w,ff,dd,sd_vvp,gap,dbz,eta,dens,DBZH,n,n_dbz,n_all,n_dbz_all,lat,lon,day,sunrise,sunset
KBGM,2016-09-01T00:06:00Z,800,5.6,0.71,25.3,5.64,82.8,2.3,FALSE,-8.01,3.4,0.3090909090909091,-8.79,2460,7970,29534,63312,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,1000,4.55,-2.89,6.81,5.39,122.4,2.27,FALSE,-16.32,0.5,0.045454545454545456,-12.27,517,5405,16631,37922,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,1200,4.17,-4.58,5.92,6.2,137.6,2.2,FALSE,-19.79,0.2,0.018181818181818184,-14.92,950,6654,12918,28012,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,1400,4.49,-3.69,-5.28,5.81,129.4,2.24,FALSE,-21.54,0.2,0.018181818181818184,-17.25,686,8706,7484,24012,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,1600,4.06,-2.24,-4.9,4.63,118.9,2.56,FALSE,-22.38,0.1,0.009090909090909092,-20.41,557,9917,2845,17948,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,1800,3.9,-1.16,-2.7,4.07,106.6,2.66,FALSE,-23.18,0.1,0.009090909090909092,-22.23,463,10527,1616,14823,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,2000,2.68,-0.56,-4.42,2.74,101.9,2.94,FALSE,-25.04,0.1,0.009090909090909092,-24.13,355,10540,993,13110,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,2200,2.28,0.03,-2.59,2.28,89.3,2.82,FALSE,-26.44,0,0,-25.73,356,8500,661,10273,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,2400,0.58,-0.45,-3.05,0.73,128.1,2.56,FALSE,-26.45,0,0,-26.41,314,8677,430,9850,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,2600,-0.69,-0.27,-2.47,0.74,248.2,2.22,FALSE,-26.31,0.1,0.009090909090909092,-26.14,286,6933,345,7433,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,2800,-0.16,-0.02,-1.98,0.16,263,1.8,FALSE,-27.1,0,0,-27.08,185,6325,192,6396,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,3000,-0.3,-0.76,2.23,0.81,201.7,1.83,FALSE,-26.41,0,0,-26.41,174,6005,174,6005,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,3200,-1.15,-0.64,-0.19,1.32,240.9,1.37,FALSE,-27.33,0,0,-27.33,175,4934,175,4934,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,3400,0.57,0.96,4.6,1.11,30.8,2.5,FALSE,-27.37,0,0,-27.37,116,3533,116,3533,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,3600,1.17,-0.05,2.88,1.17,92.4,2.27,FALSE,-27.61,0,0,-27.61,114,3507,114,3507,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,3800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-29.55,0,0,-29.55,46,3534,46,3534,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,4000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-24.66,0.1,0.009090909090909092,-24.66,50,1408,50,1408,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,4200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-28.12,0,0,-28.14,26,1763,26,1771,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,4400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-30.24,0,0,-30.45,21,1337,21,1404,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,4600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-27.51,0,0,-27.42,19,1542,23,1773,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:06:00Z,4800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-32.17,0,0,-33.3,3,273,3,354,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,400,NaN,NaN,NaN,NaN,NaN,2.5,TRUE,1.99,34.2,3.1090909090909093,1.13,3422,3684,23133,27906,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,600,4.58,2.53,3.98,5.23,61.1,2.64,FALSE,0.51,24.3,2.209090909090909,-0.46,19284,24357,73784,103417,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,800,5.44,-0.39,33.55,5.45,94.1,2.17,FALSE,-6.73,4.6,0.41818181818181815,-7.64,3585,6014,37527,63088,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,1000,NaN,NaN,NaN,NaN,NaN,2.22,TRUE,-14.14,0.8,0.07272727272727274,-10.36,485,2381,21590,37778,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,1200,NaN,NaN,NaN,NaN,NaN,2.01,TRUE,-16.66,0.5,0.045454545454545456,-11.97,453,3197,14362,25582,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,1400,4.32,-4.05,-11.08,5.92,133.2,1.95,FALSE,-17.64,0.4,0,-13.48,718,5706,8618,20340,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,1600,4.82,-3.49,-3.97,5.95,125.9,1.87,FALSE,-20.48,0.2,0,-15.66,388,5981,3978,14663,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,1800,4.86,-2.77,-3.15,5.59,119.7,2.13,FALSE,-20.95,0.2,0.018181818181818184,-17.41,347,6369,1723,11470,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,2000,5.64,-2.73,3.48,6.27,115.8,2.29,FALSE,-22.38,0.1,0.009090909090909092,-20.27,273,7351,693,9697,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,2200,4.04,-1.4,12.5,4.28,109.1,2.61,FALSE,-23.41,0.1,0.009090909090909092,-22.68,100,5654,143,6465,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,2400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-27.18,0,0,-27.2,25,5949,29,6105,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,2600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-28.82,0,0,-28.82,20,4312,20,4312,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,2800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-29.08,0,0,-29.08,4,2518,4,2518,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,3000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-29.74,0,0,-29.74,2,2514,2,2514,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,3200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-29.42,0,0,-29.42,1,1079,1,1079,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,3400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,3600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,3800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,4000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,4200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,4400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,4600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:10:00Z,4800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,400,3.22,3.35,8.78,4.65,43.9,2.5,FALSE,1.98,34.1,3.1,1.44,4865,5222,23625,27582,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,600,4.66,2.45,21.32,5.27,62.2,2.62,FALSE,-1.08,16.9,1.5363636363636362,-0.83,17162,21103,77864,102760,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,800,5.36,-1.24,-0.63,5.5,103.1,2.24,FALSE,-3.26,10.2,0.9272727272727272,-5.79,3788,5085,42730,62839,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,1000,NaN,NaN,NaN,NaN,NaN,2.23,TRUE,-12.21,1.3,0.11818181818181818,-9.26,213,784,24822,37703,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,1200,NaN,NaN,NaN,NaN,NaN,2,TRUE,-16.92,0.4,0.03636363636363637,-10.28,361,1741,17073,25577,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,1400,NaN,NaN,NaN,NaN,NaN,1.84,TRUE,-17.55,0.4,0,-11.11,348,2875,11604,20352,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,1600,4.75,-3.93,-3.94,6.17,129.6,1.7,FALSE,-18.46,0.3,0,-12.46,515,4091,6659,14680,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,1800,4.68,-3.56,-7.34,5.89,127.3,1.81,FALSE,-18.76,0.3,0,-13.7,509,4341,4175,11445,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,2000,4.65,-3.79,-5.47,6,129.2,1.93,FALSE,-19.6,0.2,0,-15.31,307,4839,2236,9662,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,2200,4.52,-3.33,0.82,5.62,126.4,1.95,FALSE,-20.33,0.2,0,-17.16,212,4147,927,6455,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,2400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-23.22,0.1,0.009090909090909092,-21.2,129,4850,275,6108,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,2600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-26.18,0.1,0.009090909090909092,-25.66,26,3997,37,4314,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,2800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-28.09,0,0,-28.09,1,2513,1,2514,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,3000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-28.62,0,0,-28.62,4,2514,4,2514,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,3200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,-30.73,0,0,-30.73,1,1076,1,1076,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,3400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,3600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,3800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,4000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,4200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,4400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,4600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:14:00Z,4800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,400,3.71,2.41,-30.81,4.43,57.1,2.55,FALSE,1.66,31.6,2.872727272727273,1.84,3686,4414,24210,27478,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,600,5.13,2.54,16.14,5.73,63.6,2.72,FALSE,0.7,25.4,2.309090909090909,0.17,25994,30275,81913,101727,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,800,5.71,-0.32,22.8,5.72,93.2,2.35,FALSE,-2.23,12.9,1.1727272727272728,-4.51,6348,7283,45939,62334,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,1000,4.38,-5.17,62.47,6.77,139.8,2.3,FALSE,-6.4,4.9,0.4454545454545455,-7.81,319,561,26912,37543,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,1200,NaN,NaN,NaN,NaN,NaN,2.02,TRUE,-14.79,0.7,0.06363636363636363,-8.91,383,1434,18652,25508,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,1400,NaN,NaN,NaN,NaN,NaN,1.83,TRUE,-13.87,0.9,0,-9.39,604,2554,13456,20312,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,1600,4.47,-4.56,-3.89,6.39,135.6,1.63,FALSE,-17.35,0.4,0,-10.38,412,2815,8730,14659,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,1800,NaN,NaN,NaN,NaN,NaN,1.71,TRUE,-17.85,0.4,0,-11.16,354,3272,5976,11452,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
KBGM,2016-09-01T00:18:00Z,2000,5.33,-4.14,-5.26,6.75,127.8,1.75,FALSE,-17.86,0.4,0,-12.18,417,3807,4035,9682,42.2,-75.98,FALSE,2016-09-01T10:32:54Z,2016-09-01T23:33:47Z
