radar,datetime,height,u,v,w,ff,dd,sd_vvp,gap,dbz,eta,dens,DBZH,n,n_dbz,n_all,n_dbz_all,lat,lon,day,sunrise,sunset
KBGM,2016-09-03T00:00:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,400,0.88,-8.95,80.01,8.99,174.4,3.33,FALSE,6.11,88.3,8.027272727272727,6.26,4844,4934,21924,22158,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,600,-0.64,-8.82,26.62,8.84,184.2,3.43,FALSE,6.02,86.4,7.854545454545455,5.35,31016,31810,56610,57688,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,800,-1.7,-8.81,10.15,8.97,190.9,2.91,FALSE,0.05,21.9,1.9909090909090907,-0.23,13769,13957,39617,40234,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,1000,-2.89,-8.22,5.92,8.71,199.4,3.05,FALSE,-4.03,8.5,0.7727272727272727,-4.23,11559,11835,34588,35301,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,1200,NaN,NaN,NaN,NaN,NaN,2.72,TRUE,-9.61,2.4,0.21818181818181817,-7.7,1125,1138,20028,20629,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,1400,NaN,NaN,NaN,NaN,NaN,2.65,TRUE,-13.88,0.9,0.08181818181818182,-9.86,227,232,18539,19243,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,1600,NaN,NaN,NaN,NaN,NaN,1.97,TRUE,-17.49,0.4,0,-12.43,49,49,7713,7922,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,1800,NaN,NaN,NaN,NaN,NaN,2.16,TRUE,NaN,NaN,NaN,-14.37,0,1,7581,8043,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,2000,NaN,NaN,NaN,NaN,NaN,1.91,TRUE,-21.35,0.2,0,-15.39,30,30,3889,4508,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,2200,NaN,NaN,NaN,NaN,NaN,1.91,TRUE,-23.91,0.1,0,-21.53,113,218,2196,3470,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,2400,NaN,NaN,NaN,NaN,NaN,1.65,TRUE,-27.9,0,0,-24.43,21,86,372,708,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,2600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,2800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,3000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,3200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,3400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,3600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,3800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,4000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,4200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,4400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,4600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:00:00Z,4800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,400,-2.64,-9.79,-21.74,10.14,195.1,3.69,FALSE,8.69,159.8,14.52727272727273,8.69,3601,3745,21682,22178,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,600,-3.54,-9.48,-55.38,10.12,200.5,3.72,FALSE,8.81,164.2,14.927272727272726,8.12,27896,28995,55784,57648,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,800,-4.09,-9.26,-2.2,10.12,203.8,3.53,FALSE,3.71,50.8,4.618181818181818,4.4,13421,13770,39188,40206,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,1000,-4.33,-8.68,4.82,9.7,206.5,3.51,FALSE,0.94,26.8,2.4363636363636365,1.31,18290,19013,33949,35105,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,1200,-4.85,-7.42,-4.72,8.87,213.2,3.27,FALSE,-2.51,12.1,1.0999999999999999,-1.49,7655,7956,19680,20270,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,1400,-4.32,-6.48,0.65,7.78,213.7,3.16,FALSE,-6.39,5,0.45454545454545453,-5.47,4238,4459,18734,19367,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,1600,NaN,NaN,NaN,NaN,NaN,2.33,TRUE,-13.09,1.1,0.1,-9.25,806,806,7653,7817,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,1800,NaN,NaN,NaN,NaN,NaN,2.4,TRUE,-12.65,1.2,0.10909090909090909,-11.02,845,845,7738,7851,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,2000,NaN,NaN,NaN,NaN,NaN,2.02,TRUE,-14.61,0.7,0.06363636363636363,-13.37,343,343,4329,4382,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,2200,NaN,NaN,NaN,NaN,NaN,1.76,TRUE,-16.63,0.5,0,-15.46,204,204,3346,3378,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,2400,NaN,NaN,NaN,NaN,NaN,1.66,TRUE,-18.81,0.3,0,-17.53,33,33,664,682,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,2600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,2800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,3000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,3200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,3400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,3600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,3800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,4000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,4200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,4400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,4600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:09:00Z,4800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,400,-6.36,-11.92,-33.12,13.51,208.1,3.79,FALSE,11.02,273.6,24.872727272727275,11.02,3944,4215,21212,22266,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,600,-6.31,-12.11,-88.54,13.65,207.5,3.56,FALSE,11.64,315.2,28.654545454545453,11.23,29275,30663,55672,58138,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,800,-7.41,-10.96,-14.87,13.24,214.1,3.63,FALSE,8.74,161.8,14.70909090909091,8.57,14056,14439,38758,40098,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,1000,-7.32,-10.56,-6.77,12.85,214.7,3.89,FALSE,5.09,69.8,6.345454545454545,5.46,18517,19126,34304,35452,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,1200,-6.13,-9.39,-7.54,11.21,213.1,4.11,FALSE,0.19,22.6,2.0545454545454547,2,9518,9872,19923,20597,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,1400,-4.36,-7.52,4.95,8.69,210.1,3.94,FALSE,-3.4,9.9,0.9,-2.37,7181,7435,18341,19168,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,1600,-4.29,-7.43,-4.13,8.58,210,2.84,FALSE,-8.2,3.3,0.3,-7.56,2793,2865,7599,7842,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,1800,NaN,NaN,NaN,NaN,NaN,2.78,TRUE,-8.37,3.1,0.2818181818181818,-9.18,1832,1832,7595,7813,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,2000,NaN,NaN,NaN,NaN,NaN,2.27,TRUE,-10.27,2,0.18181818181818182,-11,1180,1195,4255,4336,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,2200,NaN,NaN,NaN,NaN,NaN,2.02,TRUE,-11.32,1.6,0.14545454545454548,-11.83,756,761,3374,3422,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,2400,NaN,NaN,NaN,NaN,NaN,1.74,TRUE,-14.89,0.7,0,-13.62,75,75,680,686,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,2600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,2800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,3000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,3200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,3400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,3600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,3800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,4000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,4200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,4400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,4600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:19:00Z,4800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,400,-6.67,-12.54,-148.72,14.2,208,3.52,FALSE,12.15,355,32.27272727272727,12.02,5116,5326,21496,22284,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,600,-7.15,-11.91,-61.97,13.89,211,3.39,FALSE,13.09,440.5,40.04545454545455,13.05,37312,38370,56396,58022,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,800,-8.19,-11.2,-12.81,13.88,216.2,3.63,FALSE,11.72,321.1,29.19090909090909,11.45,22304,22796,38916,39972,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,1000,-8.54,-10.07,-6.91,13.2,220.3,3.68,FALSE,8.91,168.3,15.3,8.77,20266,20774,34403,35400,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,1200,-7.34,-7.77,0.06,10.69,223.4,4.19,FALSE,4.3,58.1,5.281818181818182,4.68,9285,9592,19819,20678,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,1400,-5.76,-7.74,5.29,9.65,216.6,4.38,FALSE,-0.1,21.1,1.9181818181818182,-0.34,9729,10144,18616,19436,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,1600,-5.22,-6.92,-5.97,8.66,217,3.55,FALSE,-5.23,6.5,0.5909090909090909,-5.37,3625,3751,7568,7812,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,1800,-4.69,-7.84,-9.34,9.14,210.9,3.19,FALSE,-6.9,4.4,0.4,-7,3252,3373,7561,7814,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,2000,-3.14,-8.08,15.45,8.67,201.3,2.28,FALSE,-10.19,2.1,0.19090909090909092,-10.68,1767,1794,4363,4428,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,2200,NaN,NaN,NaN,NaN,NaN,2.08,TRUE,-12.87,1.1,0.1,-12.1,1187,1187,3392,3428,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,2400,NaN,NaN,NaN,NaN,NaN,1.69,TRUE,-13.52,1,0,-12.11,188,188,678,680,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,2600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,2800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,3000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,3200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,3400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,3600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,3800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,4000,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,4200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,4400,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,4600,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:29:00Z,4800,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,0,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,200,NaN,NaN,NaN,NaN,NaN,NaN,TRUE,NaN,NaN,NaN,NaN,0,0,0,0,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,400,-6.56,-12.62,-159.64,14.22,207.5,3.39,FALSE,13.38,471.1,42.82727272727273,13.34,4418,4577,21756,22296,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,600,-7.27,-11.84,-68.59,13.89,211.6,3.2,FALSE,14.16,563.8,51.25454545454545,14.18,39461,40315,56932,58180,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,800,-8.37,-10.98,-18.52,13.81,217.3,3.5,FALSE,12.58,391.8,35.61818181818182,12.46,23872,24311,39218,40111,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,1000,-8.93,-9.79,-13.43,13.25,222.4,3.53,FALSE,10.22,227.3,20.663636363636364,10.1,22448,22926,34501,35404,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,1200,-8.17,-7.49,-2.99,11.08,227.5,3.91,FALSE,5.28,73,6.636363636363637,6.35,10089,10395,20043,20643,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,1400,-6.97,-7.31,4.02,10.1,223.6,4.25,FALSE,1.75,32.3,2.936363636363636,1.64,10717,11085,18731,19445,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,1600,-5.19,-5.41,4.95,7.5,223.8,3.65,FALSE,-3.1,10.6,0.9636363636363636,-2.72,4539,4657,7538,7780,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,1800,-4.42,-6.69,4.03,8.02,213.4,3.48,FALSE,-5.14,6.6,0.6,-5.33,4633,4759,7516,7770,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,2000,-4.12,-7.22,7.86,8.32,209.7,2.66,FALSE,-9.1,2.7,0.24545454545454548,-8.48,2184,2240,4227,4325,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
KBGM,2016-09-03T00:38:00Z,2200,-4.75,-6.24,-0.02,7.84,217.3,2.13,FALSE,-11.43,1.6,0.14545454545454548,-11.06,1270,1293,3298,3360,42.2,-75.98,FALSE,2016-09-03T10:34:59Z,2016-09-03T23:30:24Z
